_id,ジャンルID,ジャンル階層名,商品属性定義詳細グループ
64fec6b2f6969c5e728fee8d,204408,スイーツ・お菓子>クッキー・焼き菓子>ブラウニー,クッキー・焼き菓子
64fec6b2f6969c5e728fee8e,201156,スイーツ・お菓子>クッキー・焼き菓子>ダックワーズ,クッキー・焼き菓子
64fec6b2f6969c5e728fee8f,565052,スイーツ・お菓子>クッキー・焼き菓子>クッキー>クッキーサンド,クッキー・焼き菓子
64fec6b2f6969c5e728fee90,304707,スイーツ・お菓子>あめ・ミント・ガム>グミ,あめ・ミント・ガム
64fec6b2f6969c5e728fee91,204252,スイーツ・お菓子>あめ・ミント・ガム>その他,あめ・ミント・ガム
64fec6b2f6969c5e728fee92,502915,スイーツ・お菓子>あめ・ミント・ガム>各種あめ・ミント・ガムセット,あめ・ミント・ガム
64fec6b2f6969c5e728fee93,564654,スイーツ・お菓子>あめ・ミント・ガム>ミントタブレット・塩タブレット,あめ・ミント・ガム
64fec6b2f6969c5e728fee94,405027,スイーツ・お菓子>あめ・ミント・ガム>ガム,あめ・ミント・ガム
64fec6b2f6969c5e728fee95,214209,スイーツ・お菓子>あめ・ミント・ガム>こんぺいとう,あめ・ミント・ガム
64fec6b2f6969c5e728fee96,214206,スイーツ・お菓子>あめ・ミント・ガム>のどあめ,あめ・ミント・ガム
64fec6b2f6969c5e728fee97,214204,スイーツ・お菓子>あめ・ミント・ガム>あめ・キャンディ,あめ・ミント・ガム
64fec6b2f6969c5e728fee98,564653,スイーツ・お菓子>あめ・ミント・ガム>ソフトキャンディ,あめ・ミント・ガム
64fec6b2f6969c5e728fee99,502908,スイーツ・お菓子>洋菓子>各種洋菓子セット,洋菓子（セット・詰め合わせ）
64fec6b2f6969c5e728fee9a,304712,スイーツ・お菓子>和菓子>ようかん>抹茶ようかん,ようかん
64fec6b2f6969c5e728fee9b,203253,スイーツ・お菓子>和菓子>ようかん>栗ようかん,ようかん
64fec6b2f6969c5e728fee9c,203252,スイーツ・お菓子>和菓子>ようかん>小倉ようかん,ようかん
64fec6b2f6969c5e728fee9d,214237,スイーツ・お菓子>和菓子>ようかん>いもようかん,ようかん
64fec6b2f6969c5e728fee9e,100286,スイーツ・お菓子>和菓子>ようかん>その他,ようかん
64fec6b2f6969c5e728fee9f,203254,スイーツ・お菓子>和菓子>水ようかん,ようかん
64fec6b2f6969c5e728feea0,304680,スイーツ・お菓子>ケーキ>チョコレートケーキ・ガトーショコラ,チョコレートケーキ
64fec6b2f6969c5e728feea1,566636,スイーツ・お菓子>せんべい・米菓>せんべい>うなぎの骨せんべい,うなぎの骨せんべい
64fec6b2f6969c5e728feea2,214257,スイーツ・お菓子>製菓・製パン材料>粉砂糖,粉砂糖
64fec6b2f6969c5e728feea3,201121,スイーツ・お菓子>ケーキ>モンブラン,ケーキ
64fec6b2f6969c5e728feea4,204405,スイーツ・お菓子>ケーキ>パンケーキ,ケーキ
64fec6b2f6969c5e728feea5,201119,スイーツ・お菓子>アイスクリーム・シャーベット>アイスケーキ,ケーキ
64fec6b2f6969c5e728feea6,204403,スイーツ・お菓子>ケーキ>ティラミス,ケーキ
64fec6b2f6969c5e728feea7,565050,スイーツ・お菓子>ケーキ>写真・イラストケーキ,ケーキ
64fec6b2f6969c5e728feea8,502897,スイーツ・お菓子>ケーキ>各種ケーキセット,ケーキ
64fec6b2f6969c5e728feea9,558706,スイーツ・お菓子>ケーキ>その他,ケーキ
64fec6b2f6969c5e728feeaa,304693,スイーツ・お菓子>ケーキ>ミルフィーユ,ケーキ
64fec6b2f6969c5e728feeab,405003,スイーツ・お菓子>ケーキ>シフォンケーキ,ケーキ
64fec6b2f6969c5e728feeac,110544,スイーツ・お菓子>ケーキ>チーズケーキ>その他,ケーキ
64fec6b2f6969c5e728feead,214159,スイーツ・お菓子>ケーキ>タルト,ケーキ
64fec6b2f6969c5e728feeae,214141,スイーツ・お菓子>ケーキ>ロールケーキ,ケーキ
64fec6b2f6969c5e728feeaf,410951,スイーツ・お菓子>ケーキ>フルーツケーキ,ケーキ
64fec6b2f6969c5e728feeb0,214139,スイーツ・お菓子>ケーキ>チーズケーキ>スフレ,ケーキ
64fec6b2f6969c5e728feeb1,214132,スイーツ・お菓子>ケーキ>チーズケーキ>ベイクドチーズケーキ・NYチーズケーキ,ケーキ
64fec6b2f6969c5e728feeb2,214131,スイーツ・お菓子>ケーキ>チーズケーキ>レアチーズケーキ,ケーキ
64fec6b2f6969c5e728feeb3,201114,スイーツ・お菓子>クッキー・焼き菓子>パウンドケーキ,ケーキ
64fec6b2f6969c5e728feeb4,201116,スイーツ・お菓子>ケーキ>ミルクレープ,ケーキ
64fec6b2f6969c5e728feeb5,100292,スイーツ・お菓子>アイスクリーム・シャーベット>その他,アイスクリーム・シャーベット
64fec6b2f6969c5e728feeb6,502907,スイーツ・お菓子>アイスクリーム・シャーベット>各種アイスクリーム・シャーベットセット,アイスクリーム・シャーベット
64fec6b2f6969c5e728feeb7,214123,スイーツ・お菓子>アイスクリーム・シャーベット>フローズンヨーグルト,アイスクリーム・シャーベット
64fec6b2f6969c5e728feeb8,304694,スイーツ・お菓子>アイスクリーム・シャーベット>アイスクリーム,アイスクリーム・シャーベット
64fec6b2f6969c5e728feeb9,509683,スイーツ・お菓子>アイスクリーム・シャーベット>ジェラート,アイスクリーム・シャーベット
64fec6b2f6969c5e728feeba,509677,スイーツ・お菓子>アイスクリーム・シャーベット>シャーベット,アイスクリーム・シャーベット
64fec6b2f6969c5e728feebb,214189,スイーツ・お菓子>アイスクリーム・シャーベット>シューアイス,アイスクリーム・シャーベット
64fec6b2f6969c5e728feebc,502917,スイーツ・お菓子>せんべい・米菓>各種せんべい・米菓セット,せんべい・米菓（セット・詰め合わせ）
64fec6b2f6969c5e728feebd,200104,スイーツ・お菓子>和菓子>各種和菓子セット,和菓子（セット・詰め合わせ）
64fec6b2f6969c5e728feebe,214268,スイーツ・お菓子>製菓・製パン材料>粉類・ケーキミックス>白玉粉,白玉粉
64fec6b2f6969c5e728feebf,304705,スイーツ・お菓子>ナッツ>ミックスナッツ,ナッツ類セット・ミックス
64fec6b2f6969c5e728feec0,410961,スイーツ・お菓子>ナッツ>各種ナッツセット,ナッツ類セット・ミックス
64fec6b2f6969c5e728feec1,410946,スイーツ・お菓子>チョコレート>各種チョコレートセット,チョコレート（セット・詰め合わせ）
64fec6b2f6969c5e728feec2,207833,スイーツ・お菓子>和菓子>もち菓子>紅白もち,和菓子
64fec6b2f6969c5e728feec3,207834,スイーツ・お菓子>和菓子>もち菓子>かしわもち,和菓子
64fec6b2f6969c5e728feec4,207835,スイーツ・お菓子>和菓子>もち菓子>桜もち,和菓子
64fec6b2f6969c5e728feec5,214236,スイーツ・お菓子>和菓子>もち菓子>ずんだもち,和菓子
64fec6b2f6969c5e728feec6,207836,スイーツ・お菓子>和菓子>もち菓子>豆もち,和菓子
64fec6b2f6969c5e728feec7,304710,スイーツ・お菓子>和菓子>もち菓子>チョコもち,和菓子
64fec6b2f6969c5e728feec8,201165,スイーツ・お菓子>和菓子>もち菓子>その他,和菓子
64fec6b2f6969c5e728feec9,214235,スイーツ・お菓子>和菓子>もち菓子>きなこもち,和菓子
64fec6b2f6969c5e728feeca,304714,スイーツ・お菓子>和菓子>もなか>小倉もなか,和菓子
64fec6b2f6969c5e728feecb,304715,スイーツ・お菓子>和菓子>もなか>白あんもなか,和菓子
64fec6b2f6969c5e728feecc,200103,スイーツ・お菓子>和菓子>もなか>その他,和菓子
64fec6b2f6969c5e728feecd,204422,スイーツ・お菓子>和菓子>たい焼き,和菓子
64fec6b2f6969c5e728feece,567452,スイーツ・お菓子>和菓子>今川焼き・大判焼き・回転焼き,和菓子
64fec6b2f6969c5e728feecf,405044,スイーツ・お菓子>和菓子>もち菓子>きびだんご,和菓子
64fec6b2f6969c5e728feed0,207831,スイーツ・お菓子>和菓子>もち菓子>よもぎもち,和菓子
64fec6b2f6969c5e728feed1,304716,スイーツ・お菓子>和菓子>もなか>栗もなか,和菓子
64fec6b2f6969c5e728feed2,200105,スイーツ・お菓子>和菓子>大福>その他,和菓子
64fec6b2f6969c5e728feed3,405051,スイーツ・お菓子>和菓子>どら焼き>小倉あんどら焼き,和菓子
64fec6b2f6969c5e728feed4,405057,スイーツ・お菓子>和菓子>どら焼き>栗入りどら焼き,和菓子
64fec6b2f6969c5e728feed5,405052,スイーツ・お菓子>和菓子>どら焼き>クリームどら焼き,和菓子
64fec6b2f6969c5e728feed6,405058,スイーツ・お菓子>和菓子>どら焼き>抹茶どら焼き,和菓子
64fec6b2f6969c5e728feed7,207830,スイーツ・お菓子>和菓子>もち菓子>あんこもち,和菓子
64fec6b2f6969c5e728feed8,201164,スイーツ・お菓子>和菓子>どら焼き>その他,和菓子
64fec6b2f6969c5e728feed9,214227,スイーツ・お菓子>和菓子>大福>クリーム大福,和菓子
64fec6b2f6969c5e728feeda,405053,スイーツ・お菓子>和菓子>どら焼き>バターどら焼き,和菓子
64fec6b2f6969c5e728feedb,214229,スイーツ・お菓子>和菓子>大福>栗大福,和菓子
64fec6b2f6969c5e728feedc,214225,スイーツ・お菓子>和菓子>大福>豆大福,和菓子
64fec6b2f6969c5e728feedd,214226,スイーツ・お菓子>和菓子>大福>あんこ大福,和菓子
64fec6b2f6969c5e728feede,214233,スイーツ・お菓子>和菓子>大福>よもぎ大福,和菓子
64fec6b2f6969c5e728feedf,304709,スイーツ・お菓子>和菓子>大福>抹茶大福,和菓子
64fec6b2f6969c5e728feee0,214232,スイーツ・お菓子>和菓子>大福>塩大福,和菓子
64fec6b2f6969c5e728feee1,214228,スイーツ・お菓子>和菓子>大福>いちご大福,和菓子
64fec6b2f6969c5e728feee2,200404,スイーツ・お菓子>洋菓子>ムース・ババロア,洋菓子
64fec6b2f6969c5e728feee3,200157,スイーツ・お菓子>洋菓子>その他,洋菓子
64fec6b2f6969c5e728feee4,565051,スイーツ・お菓子>洋菓子>オムレット・生クリームサンド,洋菓子
64fec6b2f6969c5e728feee5,201158,スイーツ・お菓子>洋菓子>スイートポテト,洋菓子
64fec6b2f6969c5e728feee6,214202,スイーツ・お菓子>洋菓子>マロングラッセ,洋菓子
64fec6b2f6969c5e728feee7,214177,スイーツ・お菓子>洋菓子>プリン,洋菓子
64fec6b2f6969c5e728feee8,214152,スイーツ・お菓子>洋菓子>クレープ,洋菓子
64fec6b2f6969c5e728feee9,201160,スイーツ・お菓子>洋菓子>ワッフル,洋菓子
64fec6b2f6969c5e728feeea,203226,スイーツ・お菓子>洋菓子>ゼリー,洋菓子
64fec6b2f6969c5e728feeeb,509705,スイーツ・お菓子>洋菓子>キャラメル・生キャラメル,洋菓子
64fec6b2f6969c5e728feeec,214201,スイーツ・お菓子>ナッツ>ヘーゼルナッツ,ナッツ類
64fec6b2f6969c5e728feeed,568704,スイーツ・お菓子>ナッツ>ひまわりの種・サンフラワーシード,ナッツ類
64fec6b2f6969c5e728feeee,568702,スイーツ・お菓子>ナッツ>松の実,ナッツ類
64fec6b2f6969c5e728feeef,568701,スイーツ・お菓子>ナッツ>ブラジルナッツ,ナッツ類
64fec6b2f6969c5e728feef0,568700,スイーツ・お菓子>ナッツ>ピーカンナッツ,ナッツ類
64fec6b2f6969c5e728feef1,204250,スイーツ・お菓子>ナッツ>その他,ナッツ類
64fec6b2f6969c5e728feef2,214197,スイーツ・お菓子>ナッツ>ココナッツ,ナッツ類
64fec6b2f6969c5e728feef3,568703,スイーツ・お菓子>ナッツ>かぼちゃの種・パンプキンシード,ナッツ類
64fec6b2f6969c5e728feef4,214196,スイーツ・お菓子>ナッツ>マカダミアナッツ,ナッツ類
64fec6b2f6969c5e728feef5,214200,スイーツ・お菓子>ナッツ>くるみ・ウォールナッツ,ナッツ類
64fec6b2f6969c5e728feef6,214195,スイーツ・お菓子>ナッツ>カシューナッツ,ナッツ類
64fec6b2f6969c5e728feef7,214198,スイーツ・お菓子>ナッツ>ピーナッツ,ナッツ類
64fec6b2f6969c5e728feef8,214194,スイーツ・お菓子>ナッツ>アーモンド,ナッツ類
64fec6b2f6969c5e728feef9,304729,スイーツ・お菓子>製菓・製パン材料>アーモンドプードル,ナッツ類
64fec6b2f6969c5e728feefa,304728,スイーツ・お菓子>製菓・製パン材料>製菓用ナッツ,ナッツ類
64fec6b2f6969c5e728feefb,214199,スイーツ・お菓子>ナッツ>ピスタチオ,ナッツ類
64fec6b2f6969c5e728feefc,204268,スイーツ・お菓子>製菓・製パン材料>粉類・ケーキミックス>ケーキミックス,粉類・ケーキミックス
64fec6b2f6969c5e728feefd,564655,スイーツ・お菓子>製菓・製パン材料>粉類・ケーキミックス>パンミックス,粉類・ケーキミックス
64fec6b2f6969c5e728feefe,567479,スイーツ・お菓子>製菓・製パン材料>粉類・ケーキミックス>クッキーミックス,粉類・ケーキミックス
64fec6b2f6969c5e728feeff,204434,スイーツ・お菓子>製菓・製パン材料>粉類・ケーキミックス>葛粉,粉類・ケーキミックス
64fec6b2f6969c5e728fef00,214264,スイーツ・お菓子>製菓・製パン材料>粉類・ケーキミックス>全粒粉,粉類・ケーキミックス
64fec6b2f6969c5e728fef01,204433,スイーツ・お菓子>製菓・製パン材料>粉類・ケーキミックス>ライ麦粉,粉類・ケーキミックス
64fec6b2f6969c5e728fef02,204267,スイーツ・お菓子>製菓・製パン材料>粉類・ケーキミックス>その他,粉類・ケーキミックス
64fec6b2f6969c5e728fef03,502911,スイーツ・お菓子>クッキー・焼き菓子>各種クッキー・焼き菓子セット,クッキー・焼き菓子セット・詰め合わせ
64fec6b2f6969c5e728fef04,214153,スイーツ・お菓子>洋菓子>シュークリーム・エクレア,シュークリーム・エクレア
64fec6b2f6969c5e728fef05,214275,スイーツ・お菓子>製菓・製パン材料>バニラビーンズ,エッセンス・香料
64fec6b2f6969c5e728fef06,204269,スイーツ・お菓子>製菓・製パン材料>エッセンス・香料,エッセンス・香料
64fec6b2f6969c5e728fef07,214210,スイーツ・お菓子>クッキー・焼き菓子>ドーナツ,ドーナツ
64fec6b2f6969c5e728fef08,214171,スイーツ・お菓子>クッキー・焼き菓子>アップルパイ,アップルパイ
64fec6b2f6969c5e728fef09,564651,スイーツ・お菓子>和菓子>ちんすこう,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef0a,207832,スイーツ・お菓子>和菓子>わらびもち,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef0b,564080,スイーツ・お菓子>和菓子>きんつば,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef0c,567454,スイーツ・お菓子>和菓子>黒糖,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef0d,567455,スイーツ・お菓子>和菓子>水飴,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef0e,112683,スイーツ・お菓子>和菓子>その他,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef0f,214277,スイーツ・お菓子>駄菓子>駄菓子スナック,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef10,214281,スイーツ・お菓子>駄菓子>駄菓子キャンディ,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef11,214283,スイーツ・お菓子>駄菓子>駄菓子珍味,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef12,214279,スイーツ・お菓子>駄菓子>ミニラーメン,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef13,214280,スイーツ・お菓子>駄菓子>ラムネ,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef14,502925,スイーツ・お菓子>駄菓子>各種駄菓子セット,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef15,566807,スイーツ・お菓子>栄養補助スナック,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef16,204429,スイーツ・お菓子>駄菓子>その他,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef17,201180,スイーツ・お菓子>中華菓子>杏仁豆腐,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef18,214179,スイーツ・お菓子>中華菓子>マンゴープリン,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef19,201182,スイーツ・お菓子>中華菓子>月餅,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef1a,201181,スイーツ・お菓子>中華菓子>中華まんじゅう,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef1b,214238,スイーツ・お菓子>中華菓子>愛玉子,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef1c,410970,スイーツ・お菓子>中華菓子>マーラーカオ,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef1d,201183,スイーツ・お菓子>中華菓子>各種中華菓子セット,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef1e,110552,スイーツ・お菓子>中華菓子>その他,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef1f,551168,スイーツ・お菓子>その他,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef20,568410,スイーツ・お菓子>各種スイーツ・お菓子セット,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef21,568562,スイーツ・お菓子>和菓子>琥珀,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef22,214278,スイーツ・お菓子>駄菓子>小袋菓子,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef23,201175,スイーツ・お菓子>和菓子>おはぎ,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef24,201174,スイーツ・お菓子>和菓子>甘露煮,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef25,201170,スイーツ・お菓子>和菓子>あんみつ,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef26,562624,スイーツ・お菓子>和菓子>甘栗,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef27,304719,スイーツ・お菓子>和菓子>干しいも,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef28,405037,スイーツ・お菓子>和菓子>かりんとう>黒糖かりんとう,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef29,405039,スイーツ・お菓子>和菓子>かりんとう>野菜かりんとう,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef2a,405036,スイーツ・お菓子>和菓子>かりんとう>イモかりんとう,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef2b,405038,スイーツ・お菓子>和菓子>かりんとう>そばかりんとう,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef2c,201166,スイーツ・お菓子>和菓子>かりんとう>その他,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef2d,304711,スイーツ・お菓子>和菓子>ゆべし,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef2e,405048,スイーツ・お菓子>和菓子>だんご>笹だんご,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef2f,405041,スイーツ・お菓子>和菓子>だんご>みたらしだんご,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef30,405047,スイーツ・お菓子>和菓子>だんご>よもぎだんご,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef31,405045,スイーツ・お菓子>和菓子>だんご>いきなりだんご,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef32,201173,スイーツ・お菓子>和菓子>甘納豆,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef33,405043,スイーツ・お菓子>和菓子>だんご>ごまだんご,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef34,204423,スイーツ・お菓子>和菓子>ういろう,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef35,405042,スイーツ・お菓子>和菓子>だんご>三色だんご,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef36,204425,スイーツ・お菓子>和菓子>落雁・干菓子,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef37,567453,スイーツ・お菓子>和菓子>葛餅,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef38,204424,スイーツ・お菓子>和菓子>葛湯,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef39,201168,スイーツ・お菓子>和菓子>栗きんとん,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef3a,203255,スイーツ・お菓子>和菓子>ぜんざい,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef3b,201178,スイーツ・お菓子>和菓子>生菓子,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef3c,201167,スイーツ・お菓子>和菓子>だんご>その他,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef3d,405046,スイーツ・お菓子>和菓子>だんご>茶だんご,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef3e,201172,スイーツ・お菓子>和菓子>ところてん,その他（スイーツ・お菓子）
64fec6b2f6969c5e728fef3f,410864,スイーツ・お菓子>ドライフルーツ>マンゴー,ドライフルーツ
64fec6b2f6969c5e728fef40,568710,スイーツ・お菓子>ドライフルーツ>レモン・レモンピール,ドライフルーツ
64fec6b2f6969c5e728fef41,568709,スイーツ・お菓子>ドライフルーツ>りんご,ドライフルーツ
64fec6b2f6969c5e728fef42,568708,スイーツ・お菓子>ドライフルーツ>洋梨,ドライフルーツ
64fec6b2f6969c5e728fef43,568707,スイーツ・お菓子>ドライフルーツ>みかん・オレンジピール,ドライフルーツ
64fec6b2f6969c5e728fef44,568706,スイーツ・お菓子>ドライフルーツ>プラム・すもも,ドライフルーツ
64fec6b2f6969c5e728fef45,568705,スイーツ・お菓子>ドライフルーツ>デーツ,ドライフルーツ
64fec6b2f6969c5e728fef46,201014,スイーツ・お菓子>ドライフルーツ>その他,ドライフルーツ
64fec6b2f6969c5e728fef47,410865,スイーツ・お菓子>ドライフルーツ>レーズン,ドライフルーツ
64fec6b2f6969c5e728fef48,410863,スイーツ・お菓子>ドライフルーツ>プルーン,ドライフルーツ
64fec6b2f6969c5e728fef49,509738,スイーツ・お菓子>ドライフルーツ>メロン,ドライフルーツ
64fec6b2f6969c5e728fef4a,410861,スイーツ・お菓子>ドライフルーツ>パパイヤ,ドライフルーツ
64fec6b2f6969c5e728fef4b,410860,スイーツ・お菓子>ドライフルーツ>バナナ,ドライフルーツ
64fec6b2f6969c5e728fef4c,410859,スイーツ・お菓子>ドライフルーツ>パイナップル,ドライフルーツ
64fec6b2f6969c5e728fef4d,410858,スイーツ・お菓子>ドライフルーツ>クランベリー,ドライフルーツ
64fec6b2f6969c5e728fef4e,410857,スイーツ・お菓子>ドライフルーツ>キウイフルーツ,ドライフルーツ
64fec6b2f6969c5e728fef4f,410856,スイーツ・お菓子>ドライフルーツ>いちじく,ドライフルーツ
64fec6b2f6969c5e728fef50,410855,スイーツ・お菓子>ドライフルーツ>いちご,ドライフルーツ
64fec6b2f6969c5e728fef51,410854,スイーツ・お菓子>ドライフルーツ>あんず,ドライフルーツ
64fec6b2f6969c5e728fef52,304598,スイーツ・お菓子>ドライフルーツ>干し柿,ドライフルーツ
64fec6b2f6969c5e728fef53,410862,スイーツ・お菓子>ドライフルーツ>ブルーベリー,ドライフルーツ
64fec6b2f6969c5e728fef54,100289,スイーツ・お菓子>チョコレート>その他,チョコレート
64fec6b2f6969c5e728fef55,214282,スイーツ・お菓子>チョコレート>チョコレートスナック,チョコレート
64fec6b2f6969c5e728fef56,214127,スイーツ・お菓子>チョコレート>アマンドショコラ,チョコレート
64fec6b2f6969c5e728fef57,214126,スイーツ・お菓子>チョコレート>フルーツチョコレート,チョコレート
64fec6b2f6969c5e728fef58,207821,スイーツ・お菓子>チョコレート>ナッツチョコレート,チョコレート
64fec6b2f6969c5e728fef59,404982,スイーツ・お菓子>チョコレート>生チョコ,チョコレート
64fec6b2f6969c5e728fef5a,562614,スイーツ・お菓子>チョコレート>割れチョコ,チョコレート
64fec6b2f6969c5e728fef5b,404996,スイーツ・お菓子>チョコレート>板チョコ,チョコレート
64fec6b2f6969c5e728fef5c,404989,スイーツ・お菓子>チョコレート>トリュフ,チョコレート
64fec6b2f6969c5e728fef5d,201146,スイーツ・お菓子>チョコレート>ボンボンショコラ,チョコレート
64fec6b2f6969c5e728fef5e,405018,スイーツ・お菓子>スナック菓子>その他,スナック菓子
64fec6b2f6969c5e728fef5f,564652,スイーツ・お菓子>スナック菓子>コーンスナック,スナック菓子
64fec6b2f6969c5e728fef60,405019,スイーツ・お菓子>スナック菓子>ポテトチップス,スナック菓子
64fec6b2f6969c5e728fef61,304704,スイーツ・お菓子>スナック菓子>クラッカー,スナック菓子
64fec6b2f6969c5e728fef62,509700,スイーツ・お菓子>スナック菓子>ポップコーン,スナック菓子
64fec6b2f6969c5e728fef63,405033,スイーツ・お菓子>和菓子>カステラ,カステラ
64fec6b2f6969c5e728fef64,214263,スイーツ・お菓子>製菓・製パン材料>粉類・ケーキミックス>米粉・上新粉,米粉・上新粉
64fec6b2f6969c5e728fef65,204421,スイーツ・お菓子>せんべい・米菓>おこし,せんべい・米菓
64fec6b2f6969c5e728fef66,558707,スイーツ・お菓子>せんべい・米菓>あられ・おかき,せんべい・米菓
64fec6b2f6969c5e728fef67,207826,スイーツ・お菓子>せんべい・米菓>柿の種,せんべい・米菓
64fec6b2f6969c5e728fef68,100285,スイーツ・お菓子>せんべい・米菓>せんべい>その他,せんべい・米菓
64fec6b2f6969c5e728fef69,203242,スイーツ・お菓子>せんべい・米菓>せんべい>ぬれせんべい,せんべい・米菓
64fec6b2f6969c5e728fef6a,214219,スイーツ・お菓子>せんべい・米菓>せんべい>割れせんべい,せんべい・米菓
64fec6b2f6969c5e728fef6b,204417,スイーツ・お菓子>せんべい・米菓>せんべい>ソフトせんべい,せんべい・米菓
64fec6b2f6969c5e728fef6c,502916,スイーツ・お菓子>せんべい・米菓>せんべい>南部せんべい,せんべい・米菓
64fec6b2f6969c5e728fef6d,207824,スイーツ・お菓子>せんべい・米菓>せんべい>揚げせんべい,せんべい・米菓
64fec6b2f6969c5e728fef6e,203239,スイーツ・お菓子>せんべい・米菓>せんべい>えびせんべい,せんべい・米菓
64fec6b2f6969c5e728fef6f,564650,スイーツ・お菓子>せんべい・米菓>せんべい>堅焼きせんべい,せんべい・米菓
64fec6b2f6969c5e728fef70,204420,スイーツ・お菓子>せんべい・米菓>その他,せんべい・米菓
64fec6b2f6969c5e728fef71,204418,スイーツ・お菓子>せんべい・米菓>せんべい>瓦せんべい,せんべい・米菓
64fec6b2f6969c5e728fef72,568677,スイーツ・お菓子>せんべい・米菓>せんべい>たこせんべい,せんべい・米菓
64fec6b2f6969c5e728fef73,203246,スイーツ・お菓子>和菓子>まんじゅう>小倉あんまんじゅう,まんじゅう
64fec6b2f6969c5e728fef74,203247,スイーツ・お菓子>和菓子>まんじゅう>栗まんじゅう,まんじゅう
64fec6b2f6969c5e728fef75,207827,スイーツ・お菓子>和菓子>まんじゅう>黒糖まんじゅう,まんじゅう
64fec6b2f6969c5e728fef76,204254,スイーツ・お菓子>和菓子>まんじゅう>酒まんじゅう,まんじゅう
64fec6b2f6969c5e728fef77,410964,スイーツ・お菓子>和菓子>まんじゅう>かるかんまんじゅう,まんじゅう
64fec6b2f6969c5e728fef78,203248,スイーツ・お菓子>和菓子>まんじゅう>麩まんじゅう,まんじゅう
64fec6b2f6969c5e728fef79,214221,スイーツ・お菓子>和菓子>まんじゅう>よもぎまんじゅう,まんじゅう
64fec6b2f6969c5e728fef7a,200102,スイーツ・お菓子>和菓子>まんじゅう>その他,まんじゅう
64fec6b2f6969c5e728fef7b,566625,スイーツ・お菓子>ドライフルーツ>各種ドライフルーツセット,ドライフルーツセット
64fec6b2f6969c5e728fef7c,201283,スイーツ・お菓子>製菓・製パン材料>ゼラチン,製菓・製パン材料
64fec6b2f6969c5e728fef7d,201284,スイーツ・お菓子>製菓・製パン材料>ベーキングパウダー,製菓・製パン材料
64fec6b2f6969c5e728fef7e,214241,スイーツ・お菓子>製菓・製パン材料>ココアパウダー,製菓・製パン材料
64fec6b2f6969c5e728fef7f,214259,スイーツ・お菓子>製菓・製パン材料>黒みつ,製菓・製パン材料
