_id,ジャンルID,ジャンル階層名,商品属性定義詳細グループ
64fec734f6969c5e729043ef,558812,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>動悸・息切れ>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e729043f0,566947,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>動悸・息切れ>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e729043f1,563537,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>めまい>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e729043f2,558793,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>めまい>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e729043f3,564557,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>めまい>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e729043f4,558794,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>めまい>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e729043f5,566948,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>めまい>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e729043f6,563540,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>耳の薬>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e729043f7,558799,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>耳の薬>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e729043f8,564560,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>耳の薬>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e729043f9,558800,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>耳の薬>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e729043fa,566951,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>耳の薬>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e729043fb,563541,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>その他医薬品>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e729043fc,553404,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>その他医薬品>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e729043fd,564561,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>その他医薬品>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e729043fe,553405,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>その他医薬品>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e729043ff,566953,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>その他医薬品>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904400,564556,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>動悸・息切れ>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904401,558811,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>動悸・息切れ>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904402,563536,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>動悸・息切れ>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904403,566946,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>むくみ>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904404,558778,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>精神安定>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904405,564552,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>精神安定>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904406,558779,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>精神安定>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904407,558745,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>高コレステロール>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904408,563533,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>催眠鎮静剤>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904409,558772,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>催眠鎮静剤>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290440a,564553,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>催眠鎮静剤>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290440b,558773,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>催眠鎮静剤>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290440c,566942,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>乗り物酔い止め>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290440d,566944,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>催眠鎮静剤>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290440e,558796,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>貧血>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290440f,564554,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>貧血>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904410,558797,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>貧血>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904411,566945,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>貧血>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904412,563535,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>むくみ>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904413,558790,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>むくみ>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904414,564555,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>むくみ>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904415,558791,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>むくみ>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904416,563534,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>貧血>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904417,563522,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>高コレステロール>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904418,558755,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>育毛・抜け毛・フケ>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904419,558788,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>肝臓疾患>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290441a,564523,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>関節痛の薬>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290441b,553395,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>関節痛の薬>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290441c,566914,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>関節痛の薬>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290441d,563504,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>皮膚の薬>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290441e,553361,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>皮膚の薬>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290441f,564524,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>皮膚の薬>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904420,553362,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>皮膚の薬>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904421,566915,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>皮膚の薬>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904422,553394,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>関節痛の薬>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904423,563507,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>水虫薬>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904424,564527,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>水虫薬>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904425,553377,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>水虫薬>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904426,566918,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>水虫薬>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904427,563509,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>傷薬・傷口用消毒剤>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904428,553385,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>傷薬・傷口用消毒剤>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904429,564529,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>傷薬・傷口用消毒剤>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290442a,553386,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>傷薬・傷口用消毒剤>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290442b,566920,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>傷薬・傷口用消毒剤>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290442c,553376,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>水虫薬>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290442d,563510,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>胃腸薬>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290442e,563503,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>関節痛の薬>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290442f,566932,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>肝臓疾患>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904430,563499,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>滋養強壮・肉体疲労>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904431,553349,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>滋養強壮・肉体疲労>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904432,564519,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>滋養強壮・肉体疲労>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904433,553350,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>滋養強壮・肉体疲労>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904434,566910,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>滋養強壮・肉体疲労>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904435,563500,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>便秘薬・浣腸薬>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904436,553379,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>便秘薬・浣腸薬>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904437,564520,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>便秘薬・浣腸薬>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904438,566913,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>肩こり・腰痛・筋肉痛の薬>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904439,553380,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>便秘薬・浣腸薬>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290443a,563501,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>痔の薬>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290443b,553367,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>痔の薬>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290443c,564521,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>痔の薬>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290443d,553368,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>痔の薬>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290443e,566912,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>痔の薬>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290443f,563502,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>肩こり・腰痛・筋肉痛の薬>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904440,553358,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>肩こり・腰痛・筋肉痛の薬>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904441,564522,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>肩こり・腰痛・筋肉痛の薬>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904442,566911,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>便秘薬・浣腸薬>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904443,553364,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>胃腸薬>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904444,553359,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>肩こり・腰痛・筋肉痛の薬>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904445,553365,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>胃腸薬>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904446,558739,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>風邪>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904447,564536,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>風邪>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904448,558740,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>風邪>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904449,566927,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>風邪>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290444a,563517,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>頭痛・痛み止め>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290444b,558742,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>頭痛・痛み止め>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290444c,564537,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>頭痛・痛み止め>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290444d,558743,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>頭痛・痛み止め>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290444e,566928,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>頭痛・痛み止め>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290444f,563519,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>婦人薬>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904450,558757,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>婦人薬>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904451,564539,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>婦人薬>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904452,558758,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>婦人薬>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904453,566930,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>婦人薬>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904454,563521,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>肝臓疾患>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904455,558787,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>肝臓疾患>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904456,564541,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>肝臓疾患>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904457,566926,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>鼻炎>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904458,558752,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>鼻炎>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904459,563516,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>風邪>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290445a,558751,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>鼻炎>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290445b,566921,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>胃腸薬>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290445c,563511,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>漢方>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290445d,558760,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>漢方>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290445e,564531,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>漢方>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290445f,558761,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>漢方>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904460,566922,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>漢方>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904461,563512,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>のど・口中薬>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904462,553370,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>のど・口中薬>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904463,564535,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>鼻炎>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904464,564532,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>のど・口中薬>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904465,566923,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>のど・口中薬>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904466,563513,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>うがい薬>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904467,553388,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>うがい薬>第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904468,564533,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>うがい薬>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e72904469,553389,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>うがい薬>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290446a,566924,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>うがい薬>薬局製造販売医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290446b,563515,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>鼻炎>第一類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290446c,553371,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>のど・口中薬>第三類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290446d,564530,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>胃腸薬>指定第二類医薬品,医薬品・医薬部外品（類指定あり）
64fec734f6969c5e7290446e,408099,医薬品・コンタクト・介護>コンタクトレンズ・ケア用品>カラコン・サークルレンズ,カラコン・サークルレンズ
64fec734f6969c5e7290446f,568198,医薬品・コンタクト・介護>医療用ストッキング,ストッキング（医薬品・コンタクト・介護）
64fec734f6969c5e72904470,568515,医薬品・コンタクト・介護>白衣・医療用衣料>ナースウェア>上下セット,ナースウェア（上下セット）
64fec734f6969c5e72904471,568373,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>手指消毒剤>第三類医薬品,手指消毒剤（類指定あり）
64fec734f6969c5e72904472,568372,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>手指消毒剤>第二類医薬品,手指消毒剤（類指定あり）
64fec734f6969c5e72904473,568461,医薬品・コンタクト・介護>白衣・医療用衣料>ナースウェア>トップス,チュニック・ジャケット（看護用）
64fec734f6969c5e72904474,204792,医薬品・コンタクト・介護>介護用品>介護用衣料>膝掛け,介護用膝掛け
64fec734f6969c5e72904475,204788,医薬品・コンタクト・介護>介護用品>自助食器・カトラリー>食事用エプロン,大人用食事エプロン
64fec734f6969c5e72904476,566014,医薬品・コンタクト・介護>コンタクトレンズ・ケア用品>洗浄・保存液>ハード用>多機能タイプ（マルチパーパス）,ハードコンタクト用洗浄・保存液
64fec734f6969c5e72904477,566015,医薬品・コンタクト・介護>コンタクトレンズ・ケア用品>洗浄・保存液>ハード用>洗浄液,ハードコンタクト用洗浄・保存液
64fec734f6969c5e72904478,408112,医薬品・コンタクト・介護>コンタクトレンズ・ケア用品>洗浄・保存液>ハード用>保存液,ハードコンタクト用洗浄・保存液
64fec734f6969c5e72904479,408113,医薬品・コンタクト・介護>コンタクトレンズ・ケア用品>洗浄・保存液>ハード用>消毒液,ハードコンタクト用洗浄・保存液
64fec734f6969c5e7290447a,408114,医薬品・コンタクト・介護>コンタクトレンズ・ケア用品>洗浄・保存液>ハード用>タンパク除去剤,ハードコンタクト用洗浄・保存液
64fec734f6969c5e7290447b,214884,医薬品・コンタクト・介護>コンタクトレンズ・ケア用品>洗浄・保存液>ハード用>その他,ハードコンタクト用洗浄・保存液
64fec734f6969c5e7290447c,408088,医薬品・コンタクト・介護>コンタクトレンズ・ケア用品>ハードコンタクトレンズ,ハードコンタクトレンズ
64fec734f6969c5e7290447d,208247,医薬品・コンタクト・介護>衛生日用品・衛生医療品>爪切り,爪切り
64fec734f6969c5e7290447e,568413,医薬品・コンタクト・介護>白衣・医療用衣料>ドクターコート,ドクターコート
64fec734f6969c5e7290447f,402842,医薬品・コンタクト・介護>介護用品>失禁用品・排泄介助用品>介護用紙おむつ,介護用紙おむつ
64fec734f6969c5e72904480,402761,医薬品・コンタクト・介護>衛生日用品・衛生医療品>生理用品>紙ナプキン,ナプキン
64fec734f6969c5e72904481,402766,医薬品・コンタクト・介護>衛生日用品・衛生医療品>生理用品>布ナプキン,ナプキン
64fec734f6969c5e72904482,302759,医薬品・コンタクト・介護>介護用品>移動・歩行支援用品>車椅子>自走用車椅子,車椅子
64fec734f6969c5e72904483,302763,医薬品・コンタクト・介護>介護用品>移動・歩行支援用品>車椅子>介助用車椅子,車椅子
64fec734f6969c5e72904484,214925,医薬品・コンタクト・介護>介護用品>移動・歩行支援用品>車椅子>電動車椅子・電動カート,車椅子
64fec734f6969c5e72904485,208263,医薬品・コンタクト・介護>介護用品>移動・歩行支援用品>車椅子>簡易車椅子,車椅子
64fec734f6969c5e72904486,566925,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>目薬>薬局製造販売医薬品,目薬（類指定あり）
64fec734f6969c5e72904487,553398,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>目薬>第三類医薬品,目薬（類指定あり）
64fec734f6969c5e72904488,564534,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>目薬>指定第二類医薬品,目薬（類指定あり）
64fec734f6969c5e72904489,553397,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>目薬>第二類医薬品,目薬（類指定あり）
64fec734f6969c5e7290448a,563514,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>目薬>第一類医薬品,目薬（類指定あり）
64fec734f6969c5e7290448b,509255,医薬品・コンタクト・介護>白衣・医療用衣料>ナースウェア>ワンピース,ワンピース（ナースウェア）
64fec734f6969c5e7290448c,204794,医薬品・コンタクト・介護>介護用品>自助食器・カトラリー>皿・プレート,介護用皿・プレート
64fec734f6969c5e7290448d,214861,医薬品・コンタクト・介護>衛生日用品・衛生医療品>生理用品>生理用ショーツ,ショーツ（医薬品・コンタクト・介護）
64fec734f6969c5e7290448e,101066,医薬品・コンタクト・介護>介護用品>介護用衣料>その他,その他（介護用衣料）
64fec734f6969c5e7290448f,101034,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>薬用酒>第二類医薬品,薬用酒（医薬品・医薬部外品）
64fec734f6969c5e72904490,566607,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>薬用酒>第三類医薬品,薬用酒（医薬品・医薬部外品）
64fec734f6969c5e72904491,566952,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>薬用酒>薬局製造販売医薬品,薬用酒（医薬品・医薬部外品）
64fec734f6969c5e72904492,568603,医薬品・コンタクト・介護>救急・救助用品>ストレッチャー,ストレッチャー
64fec734f6969c5e72904493,201540,医薬品・コンタクト・介護>介護用品>失禁用品・排泄介助用品>尿とりパッド,尿とりパッド
64fec734f6969c5e72904494,402839,医薬品・コンタクト・介護>介護用品>失禁用品・排泄介助用品>ポータブルトイレ,ポータブルトイレ
64fec734f6969c5e72904495,568463,医薬品・コンタクト・介護>白衣・医療用衣料>カーディガン,カーディガン（ナースウェア）
64fec734f6969c5e72904496,402770,医薬品・コンタクト・介護>衛生日用品・衛生医療品>生理用品>ナプキン用ポーチ,ナプキン用ポーチ
64fec734f6969c5e72904497,214956,医薬品・コンタクト・介護>介護用品>失禁用品・排泄介助用品>おむつカバー,おむつカバー・介護用ショーツ
64fec734f6969c5e72904498,204799,医薬品・コンタクト・介護>介護用品>失禁用品・排泄介助用品>介護用ショーツ,おむつカバー・介護用ショーツ
64fec734f6969c5e72904499,568604,医薬品・コンタクト・介護>救急・救助用品>その他,その他（救急・救助用品）
64fec734f6969c5e7290449a,302798,医薬品・コンタクト・介護>介護用品>自助食器・カトラリー>カトラリー>フォーク,介護用フォーク
